?"sku",fnsku,asin,amazon-store,sales-price,longest-side,median-side,shortest-side,length-and-girth,unit-of-dimension,item-package-weight,unit-of-weight
B-306146-0820J,,B0FR4L3PMV,US,105.99,--,--,--,--,inches,--,pounds
B-306146-0616J-1,,B09TDJM9PB,US,91.99,--,--,--,--,inches,--,pounds
B-306146-0616J,,B0D3Q239X6,US,83.99,--,--,--,--,inches,--,pounds
B-306146-0412J-2,,B0D3Q4N5N6,US,53.99,--,--,--,--,inches,--,pounds
B-306146-0412J-1,,B08Y92F31Z,US,68.99,--,--,--,--,inches,--,pounds
B-306146-0412J,,B0D3Q6RXWW,US,55.99,--,--,--,--,inches,--,pounds
B-306143-0820-2,,B0FR4JXJBW,US,106.99,--,--,--,--,inches,--,pounds
B-306143-0820-1,,B09T2TKZ8N,US,103.99,--,--,--,--,inches,--,pounds
B-306143-0616-1,,B0FR4MNDP2,US,65.99,--,--,--,--,inches,--,pounds
B-306143-0616,,B09JK9B7HS,US,79.99,--,--,--,--,inches,--,pounds
B-306143-0412J-2,,B0D922K8MH,US,57.99,--,--,--,--,inches,--,pounds
B-306143-0412J-1,,B0FR4MHQP4,US,46.99,--,--,--,--,inches,--,pounds
B-306143-0412J,,B0D6R7S5J9,US,50.99,--,--,--,--,inches,--,pounds
B-306143-0412-01,,B09JK5D4XC,US,50.99,--,--,--,--,inches,--,pounds
B-306109-48C,,B0F66KY1M3,US,95.99,--,--,--,--,inches,--,pounds
B-306109-416J,,B0F66LXKMY,US,100.99,--,--,--,--,inches,--,pounds
B-306104-4C-3,,B0F66K47VF,US,102.99,--,--,--,--,inches,--,pounds
B-306104-4C-2,,B0DCJQ4LKJ,US,36.99,--,--,--,--,inches,--,pounds
B-306104-48J,,B0F66KF21H,US,94.99,--,--,--,--,inches,--,pounds
B-306104-416J,,B0F66G8LN9,US,97.99,--,--,--,--,inches,--,pounds
B-306101W-4J-5,,B08GFX2YP6,US,40.99,--,--,--,--,inches,--,pounds
B-306101W-4J-3,,B0D8KZHKSS,US,59.99,--,--,--,--,inches,--,pounds
B-306101W-4J-1,,B08GFH73Y1,US,41.99,--,--,--,--,inches,--,pounds
B-306101S-8-1,,B0D6RCP9F7,US,93.99,--,--,--,--,inches,--,pounds
B-305141-PEN-1,,B0DLJQ2X9X,US,41.99,--,--,--,--,inches,--,pounds
B-305141-PEN,,B0DCNPDGS8,US,16.99,--,--,--,--,inches,--,pounds
B-305140-PEN-2,,B0DLJPQPJ5,US,46.99,--,--,--,--,inches,--,pounds
B-305140-PEN-1,,B0DCNR49XC,US,26.99,--,--,--,--,inches,--,pounds
B-305140-PEN,,B0DCNQWRQJ,US,26.59,--,--,--,--,inches,--,pounds
B-305131-PENJ-5,,B0FVL6QRHR,US,31.99,--,--,--,--,inches,--,pounds
B-305131-PENJ-4,,B0CKWTVPS7,US,46.99,--,--,--,--,inches,--,pounds
B-305131-PENJ-2,,B09PY7S9MT,US,21.99,--,--,--,--,inches,--,pounds
B-305131-PENJ-1,,B0DLJP43RF,US,40.99,--,--,--,--,inches,--,pounds
B-305131-PENJ,,B0DCNP1ZDN,US,15.99,--,--,--,--,inches,--,pounds
B-305130-PEN-7,,B0DCV6Y9XD,US,19.99,--,--,--,--,inches,--,pounds
B-305130-PEN-3,,B08Z6TRZGY,US,21.99,--,--,--,--,inches,--,pounds
B-305130-PEN-1,,B0CWP4ZD4M,US,31.99,--,--,--,--,inches,--,pounds
B-305130-PEN,,B0CWNZYJG7,US,25.99,--,--,--,--,inches,--,pounds
B-304866x4-J,,B0FWQ6LQ1V,US,42.99,--,--,--,--,inches,--,pounds
B-304866x2J-1,,B0FWQN4RGC,US,32.99,--,--,--,--,inches,--,pounds
B-304866x2J,,B0DRP36KPH,US,34.99,--,--,--,--,inches,--,pounds
B-304866J-2,,B0FWQBNCCZ,US,20.99,--,--,--,--,inches,--,pounds
B-304866J,,B0DRP3M1H4,US,21.99,--,--,--,--,inches,--,pounds
B-304116-84J- 3,,B09TFY9LRN,US,585.99,--,--,--,--,inches,--,pounds
B-304116-84J- 1,,B09TFW7KTQ,US,223.99,--,--,--,--,inches,--,pounds
B-304116-55G,,B0FR46J4JC,US,264.99,--,--,--,--,inches,--,pounds
B-304116-44G-1,,B0FR179DFJ,US,226.99,--,--,--,--,inches,--,pounds
B-304116-44-3,,B09TDM3M9R,US,467.99,--,--,--,--,inches,--,pounds
B-304114-94J-3,,B09TB4G7MJ,US,651.99,--,--,--,--,inches,--,pounds
B-304114-94,,B0FBGCM9NG,US,293.99,--,--,--,--,inches,--,pounds
B-304114-54,,B0FBGCH8WB,US,226.99,--,--,--,--,inches,--,pounds
B-304114-43J,,B091B4RVWX,US,325.99,--,--,--,--,inches,--,pounds
B-304114-43,,B0FBGBK77C,US,188.99,--,--,--,--,inches,--,pounds
B-304114-32J-5,,B09TB2C2KS,US,290.99,--,--,--,--,inches,--,pounds
B-304114-32-7,,B0FBGBG5G6,US,132.99,--,--,--,--,inches,--,pounds
B-304113-P888,,B0DP7CJ9S6,US,530.99,--,--,--,--,inches,--,pounds
B-304113-P848-5,,B0FBG8XZY2,US,416.99,--,--,--,--,inches,--,pounds
B-304113-P558-2,,B0FBG92633,US,376.99,--,--,--,--,inches,--,pounds
B-304113-P448-4,,B0FR22WWNN,US,264.99,--,--,--,--,inches,--,pounds
B-304113-P448-3,,B0FBG9XFQH,US,307.99,--,--,--,--,inches,--,pounds
B-304113-P448,,B0FWHP5Y8K,US,747.99,--,--,--,--,inches,--,pounds
B-304113-P426-3,,B0FR1JL6RT,US,226.99,--,--,--,--,inches,--,pounds
B-304113-P426-1,,B0FC2FZLJN,US,218.99,--,--,--,--,inches,--,pounds
B-304113-P426,,B0DP78LT22,US,270.99,--,--,--,--,inches,--,pounds
B-304113-P336-3,,B0FR13NGMS,US,236.99,--,--,--,--,inches,--,pounds
B-304113-P336-1,,B0FC2FGRN8,US,226.99,--,--,--,--,inches,--,pounds
B-304113-P276-2,,B0FC2CBJ1V,US,198.99,--,--,--,--,inches,--,pounds
B-304113-P276-1,,B0DTTMVMSW,US,169.99,--,--,--,--,inches,--,pounds
B-304113-P224-1,,B0FC29PKD4,US,179.99,--,--,--,--,inches,--,pounds
B-304113-P224,,B0DTTRZ337,US,150.99,--,--,--,--,inches,--,pounds
B-304113-P108-2,,B0FBG8NS1Q,US,635.99,--,--,--,--,inches,--,pounds
B-304113-P105-2,,B0FBG9V5QG,US,493.99,--,--,--,--,inches,--,pounds
B-304113-88,,B0DP79QLF8,US,483.99,--,--,--,--,inches,--,pounds
B-304113-84-1,,B0D927YWB5,US,210.99,--,--,--,--,inches,--,pounds
B-304113-55-4,,B0FR4GHB36,US,264.99,--,--,--,--,inches,--,pounds
B-304113-55-3,,B0FBG1PLZL,US,356.99,--,--,--,--,inches,--,pounds
B-304113-55-2,,B0FR4G7WP2,US,264.99,--,--,--,--,inches,--,pounds
B-304113-55,,B0D926SSH3,US,211.99,--,--,--,--,inches,--,pounds
B-304113-52G-8,,B0FR4LMMNW,US,275.99,--,--,--,--,inches,--,pounds
B-304113-52G-7,,B0FBG1R97N,US,321.99,--,--,--,--,inches,--,pounds
B-304113-52G-3,,B0FR22VT13,US,255.99,--,--,--,--,inches,--,pounds
B-304113-52G,,B0DSVKYHLJ,US,183.99,--,--,--,--,inches,--,pounds
B-304113-44Tentkit,,B0DSVLTN14,US,449.99,--,--,--,--,inches,--,pounds
B-304113-44-8,,B0FR4T6ZZY,US,202.99,--,--,--,--,inches,--,pounds
B-304113-44-6,,B0F5H7SXPZ,US,128.99,--,--,--,--,inches,--,pounds
B-304113-44-4,,B0FR4MXH3D,US,201.99,--,--,--,--,inches,--,pounds
B-304113-44-3,,B0FR1TFYHD,US,217.99,--,--,--,--,inches,--,pounds
B-304113-42NJ-E42A,,B0C3M7JSHW,US,360.99,--,--,--,--,inches,--,pounds
B-304113-42-8,,B0D8QRLXN7,US,135.98,--,--,--,--,inches,--,pounds
B-304113-42-7,,B0CNGFH92Q,US,236.99,--,--,--,--,inches,--,pounds
B-304113-42-5,,B0FR19QH6P,US,188.99,--,--,--,--,inches,--,pounds
B-304113-42-4,,B0F53BYBZB,US,103.99,--,--,--,--,inches,--,pounds
B-304113-42-3,,B0DRVJC5GK,US,102.99,--,--,--,--,inches,--,pounds
B-304113-42-1,,B0FWQH9XBS,US,133.99,--,--,--,--,inches,--,pounds
B-304113-33NJ-4,,B09PQNZBXL,US,177.99,--,--,--,--,inches,--,pounds
B-304113-33-5,,B0FWJ48VLY,US,--,--,--,--,inches,--,pounds,UsSmallStandardSize
B-304113-33-2,,B0FR1L2BBC,US,198.99,--,--,--,--,inches,--,pounds
B-304113-33-1,,B0CNG8LDR8,US,248.99,--,--,--,--,inches,--,pounds
B-304113-33,,B0C2CK8YRF,US,147.99,--,--,--,--,inches,--,pounds
B-304113-32-7,,B0DTTGF2D2,US,141.99,--,--,--,--,inches,--,pounds
B-304113-32-4,,B0D3WZX67Z,US,424.99,--,--,--,--,inches,--,pounds
B-304113-32-3,,B0FR1DCWK2,US,179.99,--,--,--,--,inches,--,pounds
B-304113-3018G-3,,B0DTSSDBKD,US,120.99,--,--,--,--,inches,--,pounds
B-304113-3018G-1,,B0DRVLKPH1,US,76.99,--,--,--,--,inches,--,pounds
B-304113-3018-4,,B09T9T7GFT,US,233.99,--,--,--,--,inches,--,pounds
B-304113-3018-1,,B09PQG1TQR,US,130.99,--,--,--,--,inches,--,pounds
B-304113-27J-3,,B09PQNZYDN,US,153.99,--,--,--,--,inches,--,pounds
B-304113-27-7,,B0DTSZCC83,US,143.99,--,--,--,--,inches,--,pounds
B-304113-27-6,,B0DP75PBD2,US,238.99,--,--,--,--,inches,--,pounds
B-304113-27-4,,B0CNG6WPX1,US,238.99,--,--,--,--,inches,--,pounds
B-304113-27,,B0D3WXL28Z,US,202.99,--,--,--,--,inches,--,pounds
B-304113-22J-3,,B09PQDLFR5,US,135.99,--,--,--,--,inches,--,pounds
B-304113-22-4,,B0CNGDLFTH,US,187.99,--,--,--,--,inches,--,pounds
B-304113-22,,B0D3WKRMP8,US,164.99,--,--,--,--,inches,--,pounds
B-304113-21J-3,,B09PQRTPX6,US,130.99,--,--,--,--,inches,--,pounds
B-304113-21-6,,B0FR4GRVWZ,US,95.99,--,--,--,--,inches,--,pounds
B-304113-21-5,,B0FR4VMSF2,US,96.99,--,--,--,--,inches,--,pounds
B-304113-21-4,,B0DTT65YLG,US,115.99,--,--,--,--,inches,--,pounds
B-304113-2014-3,,B0FBGB5F1T,US,55.99,--,--,--,--,inches,--,pounds
B-304113-2014-2,,B0D6R1C6H2,US,43.99,--,--,--,--,inches,--,pounds
B-304113-2014-1,,B0D6R1KFF9,US,46.49,--,--,--,--,inches,--,pounds
B-304113-105G,,B0DP77VFX6,US,426.99,--,--,--,--,inches,--,pounds
B-27Tentkit-COFB-01J,,B0C2HK7VMY,US,341.99,--,--,--,--,inches,--,pounds
B-27Tentkit-CFW-01,,B0C2HGVK44,US,340.99,--,--,--,--,inches,--,pounds
B-27-ZS4E42A-VSA100,,B0C4P6ZDRD,US,324.99,--,--,--,--,inches,--,pounds
B-22Tentkit-COFB-01J,,B0C2HJCQK4,US,296.99,--,--,--,--,inches,--,pounds
B-22Tentkit-CFW-01,,B0C2HGY6ZC,US,295.99,--,--,--,--,inches,--,pounds
332572+330120x1,,B08NPZF2LT,US,30.99,--,--,--,--,inches,--,pounds
332021-bundle,,B08GR3TQ7S,US,23.59,--,--,--,--,inches,--,pounds
306101W-4-306143-0412,,B08G8KV6WL,US,65.99,--,--,--,--,inches,--,pounds
306101W-4-306109-416,,B08X77CWFT,US,46.99,--,--,--,--,inches,--,pounds
306101W-4-306104-482,,B08X7H1ZL4,US,45.99,--,--,--,--,inches,--,pounds
305131-bundle,,B08GS12MS7,US,23.99,--,--,--,--,inches,--,pounds
